"geneID","1","1M","2","2M","3","3M","4","4M","5","5M","6","6M","7","7M","8","8M","9","9M","10","10M"
"148","PFLU_0197",503.169,652.844,533.113,611.806,513.327,675.2,530.496,529.315,537.288,556.067,539.9,476.34,527.158,524.432,572.29,523.218,551.529,523.387,537.832,533.936
"149","PFLU_0198",496.164,617.535,475.117,554.14,479.789,585.549,480.348,507.58,478.968,445.912,487.466,467.629,475.76,477.135,470.227,476.026,506.409,476.131,474.97,485.718
"150","PFLU_0199",559.275,718.411,595.886,663.539,599.453,722.028,592.911,596.902,576.861,544.445,599.608,590.944,569.335,579.816,606.174,578.482,582.392,578.739,591.89,590.418
"151","PFLU_0200",485.944,532.759,472.278,555.602,507.685,555.294,479.149,469.123,502.224,445.797,483.319,414.108,500.496,479.018,484.183,477.904,471.703,478.01,475.197,487.635
"152","PFLU_0201",525.165,626.711,536.321,680.465,560.978,598.692,530.956,576.043,527.34,529.476,557.7,499.65,527.108,535.844,527.638,534.605,542.82,534.792,549.737,545.574
"153","PFLU_0202",563.898,663.215,582.54,637.353,561.074,623.937,567.452,557.974,548.007,541.552,548.666,521.956,566.12,552.343,551.362,551.068,589.764,551.28,582.231,562.398
"154","PFLU_0203",551.686,641.518,577.018,630.573,573.87,680.117,564.796,539.858,579.299,575.695,573.654,459.307,560.256,555.73,576.471,554.448,571.8,554.666,545.363,565.853
"155","PFLU_0204",489.679,608.509,464.034,570.094,482.365,556.412,504.044,559.421,486.082,514.608,471.955,462.893,493.46,478.188,493.994,477.076,481.694,477.181,498.758,486.79
"156","PFLU_0205",550.387,628.762,550.62,638.392,547.667,602.437,562.627,556.216,576.416,619.824,559.192,520.853,573.203,547.806,556.026,546.541,575.376,546.745,511.872,557.77
"157","PFLU_0206",472.525,552.335,458.67,570.519,470.811,483.064,456.469,499.279,452.044,469.948,464.022,465.534,467.801,452.138,448.394,451.083,461.631,451.158,468.531,460.238
"158","PFLU_0207",533.079,552,528.874,660.844,524.566,622.742,493.533,496.523,499.62,524.791,532.385,515.474,541.029,511.429,499.931,510.243,510.121,510.393,511.111,520.677
"159","PFLU_0208",569.809,633.041,586.742,647.674,576.708,675.229,560.605,570.627,579.218,572.312,566.739,589.748,592.259,564.654,582.841,563.353,557.754,563.586,529.767,574.955
"160","PFLU_0209",570.17,686.403,614.053,723.54,588.554,663.016,596.526,586.179,591.373,573.29,610.444,577.121,609.225,579.816,558.986,578.482,582.392,578.739,588.259,590.418
"161","PFLU_0210",620.685,744.902,621.04,773.188,607.768,689.387,609.201,701.263,628.84,685.738,621.693,519.997,624.16,616.497,620.355,615.083,644.001,615.405,607.483,627.833
"162","PFLU_0211",1073.92,1211.29,1088.99,1253.47,1060.07,1142.33,1082.76,1044.65,1073.69,1067.7,1068.21,1049.46,1072.78,1051.49,1086.55,1049.18,1049.32,1050.74,1033.13,1072.15
"163","PFLU_0213",729.183,774.912,711.183,792.911,692.229,809.274,689.041,675.239,747.132,828.548,725.268,547.138,715.849,702.048,722.589,700.453,718.434,700.953,685.775,715.134
"164","PFLU_0214",533.252,648.21,573.342,607.57,570.272,647.371,558.3,506.701,563.314,553.722,566.955,498.628,569.18,552.343,572.804,551.068,559.047,551.28,530.136,562.398
"165","PFLU_0215",582.235,641.951,617.257,655.8,613.305,703.953,614.164,622.379,600.929,574.247,625.121,454.995,646.842,592.946,632.031,591.583,606.75,591.86,624.57,603.806
"166","PFLU_0216",772.36,862.886,809.151,870.144,801.308,876.343,761.776,845.675,764.601,673.996,739.5,838.577,756.924,756.408,750.258,754.698,759.615,755.32,786.591,770.617
"167","PFLU_0218",2509.01,3281.02,2560.07,2992.91,2506.51,3105.52,2588.99,2351.64,2513.27,2720.68,2582.69,2320.72,2553.7,2495.88,2552.23,2491.16,2599.7,2499.72,2549.58,2553.4
"168","PFLU_0219",3453.01,4463.2,3536.45,4299.01,3375.01,3850.77,3572.84,3672.58,3401.38,3837.04,3635.64,2766.33,3454.76,3432.98,3516.21,3431.53,3397.03,3437.66,3630.11,3523.19
"169","PFLU_0220",725.055,863.96,719.094,831.818,705.564,899.158,754.368,745.934,750.612,772.051,734.158,615.705,750.172,722.894,711.578,721.254,752.867,721.797,737.946,736.405
"170","PFLU_0222",1145.57,1386.52,1132.57,1331.46,1159.84,1223.4,1214.86,996.685,1100.83,917.252,1109.89,993.165,1114.69,1121.57,1174.43,1119.13,1192.73,1120.96,1144.92,1143.84
"171","PFLU_0223",716.297,909.879,710.757,891.005,698.216,882.011,731.254,669.276,715.726,669.202,718.489,664.599,721.382,701.535,728.023,699.94,730.076,700.432,722.212,714.601
"172","PFLU_0225",6860.96,9120.39,6802.93,8689.08,6678.15,6453.27,6655.5,7687.5,6494.37,6601.75,6953.76,7567.21,6615.31,6630.78,6577.34,6618.07,7042.97,6575.56,6487.75,7663.32
"173","PFLU_0227",656.531,749.445,627.308,791.66,651.776,754.966,614.286,719.114,641.153,622.53,653.001,502.739,630.958,643.03,641.372,641.559,662.966,641.933,661.355,654.904
"174","PFLU_0228",641.062,735.852,626.435,764.264,656.265,794.699,658.145,719.743,695.539,686.319,637.615,467.172,665.165,647.498,645.717,646.018,672.631,646.399,701.04,659.461
"175","PFLU_0229",600.543,782.911,616.463,712.517,600.76,674.67,609.491,568.038,603.857,584.641,612.824,556.651,603.564,592.037,608.025,590.676,613.638,590.956,604.365,602.884
"176","PFLU_0230",577.685,768.697,601.754,739.75,591.514,597.644,551.4,648.808,580.496,573.52,564.433,543.221,587.012,569.167,563.804,567.856,555.164,568.094,601.406,579.555
"177","PFLU_0231",512.714,681.121,542.267,656.257,524.265,595.834,496.895,495.658,527.943,455.127,516.687,543.625,536.741,513.285,541.812,512.096,504.839,512.249,490.096,522.571
"178","PFLU_0232",538.407,665.005,538.608,631.206,531.25,571.267,521.213,478.802,530.422,527.1,515.851,549.816,544.991,524.966,533.205,523.751,514.89,523.92,523.55,534.479
"179","PFLU_0233",541.25,606.013,523.907,640.417,538.999,579.602,538.795,554.835,558.186,542.254,550.792,467.251,520.416,525.261,513.434,524.045,537.471,524.216,561.255,534.782
"180","PFLU_0234",457.204,534.184,446.318,548.004,471.393,566.319,435.447,439.785,447.878,431.231,444.546,466.825,451.368,439.277,459.922,438.251,441.403,438.312,444.036,447.13
"181","PFLU_0235",478.547,553.155,465.835,550.09,483.104,501.278,464.661,425.68,487.578,403.911,447.276,424.671,447.934,456.221,490.072,455.157,456.103,455.236,466.79,464.399
"182","PFLU_0236",713.283,848.059,686.526,777.995,675.328,770.305,720.95,643.166,669.156,670.496,676.956,678.984,717.728,666.603,663.909,665.083,682.149,665.506,680.483,678.96
"183","PFLU_0237",686.102,773.893,644.943,858.864,649.885,675.711,667.521,557.678,669.928,603.906,666.905,662.975,628.046,656.713,685.724,655.214,692.863,655.614,665.191,668.864
"184","PFLU_0238",539.309,646.679,527.622,579.487,499.161,613.118,520.306,416.164,524.481,544.776,512.769,463.345,536.119,518.962,522.422,517.76,535.787,517.922,508.388,528.36
"185","PFLU_0239",581.065,636.612,584.986,667.069,599.453,701.2,614.602,536.139,598.63,555.262,585.16,635.869,601.972,579.816,591.654,578.482,578.752,578.739,559.209,590.418
"186","PFLU_0240",498.231,646.727,520.785,576.615,526.497,608.184,501.535,510.478,503.259,450.079,480.693,422.467,512.371,495.355,518.509,494.205,508.733,494.333,498.207,504.29
"187","PFLU_0241",549.315,642.402,514.615,574.039,523.418,639.625,503.421,471.92,520.401,489.003,502.99,445.843,520.183,510.319,527.261,509.136,522.178,509.284,536.204,519.546
"188","PFLU_0242",504.106,658.071,495.973,522.111,493.984,612.687,483.228,463.407,518.049,512.732,513.765,447.977,519.906,503.955,520.451,502.786,505.268,502.927,533.119,513.06
"189","PFLU_0243",573.222,672.167,573.514,733.024,543.254,720.937,600.678,467.667,561.358,569.12,596.392,567.014,602.512,587.317,599.309,585.966,585.869,586.235,592.005,598.066
"190","PFLU_0244",644.95,732.876,632.893,707.19,583.135,683.66,596.783,533.057,619.554,652.682,604.47,554.764,631.634,603.361,590.892,601.976,600.837,602.276,640.727,614.435
"191","PFLU_0245",676.277,759.116,661.884,662.116,636.963,811.589,629.029,519.9,641.153,593.119,662.821,718.87,655.605,643.03,656.173,641.559,672.861,641.933,646.549,654.904
"192","PFLU_0246",603.392,642.621,588.606,674.382,573.435,663.262,611.941,515.919,587.731,647.748,570.135,520.361,598.746,587.317,625.694,585.966,619.888,586.235,576.922,598.066
"193","PFLU_0247",534.895,707.336,543.386,624.302,532.379,579.78,543.452,575.241,550.853,484.46,540.237,456.444,534.092,537.443,573.21,536.201,547.177,536.39,562.42,547.204
"194","PFLU_0248",555.61,714.955,584.945,596.481,550.034,739.596,564.68,546.794,549.216,482.259,555.508,606.129,566.398,544.228,593.129,542.971,539.391,543.17,561.378,554.123
"195","PFLU_0249",456.315,558.375,488.185,522.232,488.351,518.186,483.495,411.973,486.315,451.715,462.037,397.1,461.472,460.821,473.736,459.748,486.842,459.833,478.65,469.089
"196","PFLU_0250",498.742,639.508,502.62,556.97,499.004,604.758,492.766,490.782,496.319,491.344,503.453,513.376,505.408,494.014,517.105,492.867,507.355,492.994,504.301,502.924
"197","PFLU_0251",542.988,641.577,545.81,634.211,558.911,643.752,537.929,536.927,547.621,492.368,545.252,526.529,531.744,531.87,532.283,530.64,539.003,530.819,527.284,541.519
"198","PFLU_0252",542.822,703.052,588.631,694.312,574.566,679.525,589.184,665.21,598.255,677.991,595.629,529.855,559.508,572.851,581.046,571.532,558.102,571.779,549.764,583.315
"199","PFLU_0253",570.838,675.616,609.654,670.487,613.104,676.178,592.67,596.277,594.756,608.454,585.179,616.498,569.999,572.851,560.044,571.532,554.592,571.779,591.784,583.315
"200","PFLU_0254",562.255,687.349,581.946,678.345,601.249,756.11,586.749,660.241,581.078,585.189,578.512,608.857,596.285,592.494,612.345,591.132,610.175,591.41,600.955,603.347
"201","PFLU_0255",576.345,625.206,545.491,625.981,570.949,637.292,556.862,586.657,550.336,569.338,536.707,505.344,552.914,542.4,544.995,541.147,543.687,541.341,539.57,552.256
"202","PFLU_0256",498.478,595.273,507.879,623.829,474.047,532.486,480.842,501.139,488.653,513.135,486.577,504.977,486.92,479.222,484.361,478.108,498.084,478.215,506.177,487.844
"203","PFLU_0257",1140.51,1312.85,1157.68,1316.59,1139.89,1177.79,1166.05,1138.63,1140.43,1194.68,1149.59,1203.75,1139.38,1146.38,1109.24,1143.89,1142.93,1145.8,1155.05,1169.2
"204","PFLU_0258",455.589,500.388,456.682,548.758,460.825,518.916,482.155,476.605,471.895,468.896,469.909,414.427,436.043,452.123,474.23,451.069,458.636,451.143,447.642,460.222
"205","PFLU_0259",615.145,737.712,607.11,744.278,648.841,687.99,620.717,560.147,622.924,652.328,607.672,665.071,618.437,606.611,602.272,605.219,603.962,605.523,619.243,617.749
"206","PFLU_0260",493.255,615.484,530.176,622.159,507.058,597.167,492.935,572.945,502.36,456.957,496.364,478.417,513.743,498.326,545.22,497.17,521.536,497.302,516.441,507.319
"207","PFLU_0261",583.031,644.587,555.066,664.081,548.783,671.129,552.314,598.471,573.037,501.01,554.948,584.573,519.567,555.73,563.939,554.448,556.091,554.666,567.303,565.853
"208","PFLU_0262",826.065,1016.32,835.711,922.785,852.401,1075.36,839.969,744.161,843.15,829.47,856.609,929.157,842.583,834.772,878.239,832.9,827.89,833.725,887.293,850.637
"209","PFLU_0263",601.032,710.134,609.103,704.725,620.645,681.981,640.792,625.893,600.448,558.24,593.938,664.208,635.005,592.494,592.967,591.132,614.061,591.41,616.463,603.347
"210","PFLU_0264",1046.45,1241.66,1047.98,1331.93,1058.99,1210.53,1054.89,1005.32,1059.11,1027.47,1015.18,923.686,1032.41,1037.26,1032.79,1034.98,1074.6,1036.46,1045.94,1057.57
"211","PFLU_0265",556.516,643.104,612.475,663.454,604.974,691.525,587.252,646.314,581.913,563.579,605.18,579.004,603.863,585.071,597.017,583.725,609.846,583.989,600.964,595.775
"212","PFLU_0266",557.363,703.047,570.212,703.848,535.546,601.969,561.116,678.691,566.227,631.479,560.623,575.269,562.824,558.277,585.407,556.989,577.577,557.208,576.2,568.447
"213","PFLU_0267",470.049,613.046,486.12,546.544,476.682,577.189,491.696,475.079,472.69,525.055,481.773,439.534,493.185,480.734,490.531,479.616,474.33,479.726,485.965,489.386
"214","PFLU_0268",2308.44,426.192,2391.16,22695,2309.99,1209.59,2297.8,414.143,2305.48,388.887,2295.95,33318.7,2304.71,2261.4,2389.84,2256.11,2328.38,2342.12,2306.79,405.212
"215","PFLU_0269",631.686,770.035,622.963,759.716,640.973,616.84,619.81,653.064,631.105,740.045,619.247,557.953,653.474,623.156,626.805,621.728,646.784,622.064,631.588,634.629
"216","PFLU_0270",727.025,896.023,704.082,780.787,709.579,840.688,700.45,732.992,685.425,791.911,670.635,630.724,731.881,689.078,726.614,687.51,705.156,687.978,703.426,701.892
"217","PFLU_0271",4710.48,15424.2,4180.05,11735.6,4600.64,2047.65,4616.97,7904.41,4629.27,10186.6,4601.93,8735.67,4580.39,4483.81,4517.99,4417.54,4807.25,4589.04,4595.94,8658.26
"218","PFLU_0272",524.421,648.346,535.718,662.917,520.235,588.321,522.039,518.255,510.525,533.788,503.91,462.955,536.935,511.515,513.061,510.329,521.175,510.48,531.055,520.766
"219","PFLU_0274",471.655,541.45,493.656,579.95,486.522,540.254,446.507,480.846,494.166,495.858,464.27,400.046,467.276,463.214,479.941,462.135,486.151,462.222,471.645,471.527
"220","PFLU_0275",570.888,718.781,591.555,647.282,588.115,665.853,588.611,608.675,573.707,593.762,604.991,543.221,570.047,569.167,607.957,567.856,592.629,568.094,581.019,579.555
"221","PFLU_0276",976.996,1255.18,978.248,1135.76,943.091,1019.97,961.631,873.73,954.166,1060.32,971.785,963.167,953.435,945.67,965.106,943.576,979.121,944.754,954.134,963.966
"222","PFLU_0277",872.375,985.887,864.371,995.336,890.142,970.153,868.581,937.88,845.186,813.697,823.438,729.231,835.723,836.867,827.343,834.991,874.302,835.828,845.392,852.785
"223","PFLU_0278",457.252,556.143,460.297,570.136,465.379,515.8,465.902,419.023,448.862,496.647,474.299,412.49,452.614,451.763,469.792,450.71,472.082,450.784,470.002,459.856
"224","PFLU_0279",571.427,665.363,596.103,656.927,592.567,656.096,579.258,562.389,591.739,498.13,568.349,603.422,605.379,573.36,592.029,572.039,583.21,572.284,595.751,583.831
"225","PFLU_0280",586.55,697.453,593.263,701.569,567.449,628.411,551.82,409.156,579.51,534.314,564.156,524.373,582.463,561.899,592.695,560.604,568.511,560.829,576.823,572.141
"226","PFLU_0281",952.737,1164.93,932.47,1228.36,963.262,1033.68,927.326,801.222,973.729,851.103,926.357,1009.86,898.156,922.449,973.492,920.401,944.088,921.499,963.056,940.228
"227","PFLU_0282",671.227,808.445,676.627,739.4,651.517,760.431,658.331,704.744,675.6,641.85,642.891,695.682,630.56,647.682,636.075,646.202,647.83,646.581,651.227,659.646
"228","PFLU_0283",731.168,843.136,712.317,754.79,705.394,773.167,721.494,707.055,698.28,726.213,714.372,733.111,717.258,716.088,743.678,714.463,745.777,714.995,711.591,729.465
"229","PFLU_0284",570.838,720.199,588.631,721.54,581.573,639.356,592.67,641.084,563.269,622.361,553.83,636.492,587.484,572.851,595.047,571.532,589.693,571.779,560.269,583.315
"230","PFLU_0285",923.602,1070.87,904.776,1023.62,923.487,968.443,850.395,841.059,873.517,858.583,908.789,842.108,862.972,884.98,863.449,883.007,935.581,883.988,913.333,901.94
"231","PFLU_0286",516.857,625.817,500.573,654.86,500.684,539.391,518.139,515.795,490.731,456.82,508.617,484.709,501.473,491.978,492.879,490.835,505.236,490.96,511.354,500.849
"232","PFLU_0287",459.626,522.358,479.56,533.874,455.923,532.712,468.044,430.175,489.428,519.099,479.475,445.969,480.009,468.351,488.456,467.261,462.015,467.355,454.332,476.763
"233","PFLU_0288",567.059,652.715,603.815,702.556,563.973,719.515,571.103,528.709,609.549,474.075,567.302,561.657,599.334,565.177,589.971,563.875,555.062,564.107,590.21,575.486
"234","PFLU_0289",768.918,889.134,762.628,936.042,713.585,781.394,786.22,675.153,782.202,791.281,757.904,718.963,754.06,739.478,713.081,737.804,749.81,738.389,754.875,753.339
"235","PFLU_0290",597.766,562.848,535.607,558.585,584.868,552.527,572.182,636.787,587.314,642.357,568.411,603.161,587.043,524.386,574.483,503.919,585.966,549.079,574.715,573.258
"236","PFLU_0291",548.286,524.75,526.254,520.805,509.012,552.382,535.964,559.008,500.817,512.39,535.502,603.857,569.651,500.774,520.862,456.17,527.268,540.82,521.081,534.479
"237","PFLU_0292",460.77,441.179,436.076,437.916,458.728,459.627,464.054,448.8,467.17,532.594,430.551,461.785,444.578,381.577,448.176,489.67,440.884,404.963,464.64,449.403
"238","PFLU_0293",532.959,519.478,509.138,515.575,547.626,575.948,535.32,592.99,539.572,521.892,475.165,568.698,536.945,388.01,525.499,452.804,517.341,424.784,516.118,529.111
"239","PFLU_0294",4138.54,4320.09,4237.02,4306.42,4545.58,4115.86,4135.16,4720.71,4500.36,5084.8,4274.86,4541.88,4397.25,3804.06,4658.09,3715.77,4312.37,3627.69,4306.31,4420.99
"240","PFLU_0295",438.095,458.475,491.991,455.072,473.105,458.339,481.819,522.581,454.36,473.716,461.358,427.336,454.189,469.76,469.251,394.205,475.048,407.418,444.809,467.012
"241","PFLU_0296",518.437,497.998,500.99,494.272,475.642,486.168,500.498,508.241,515.9,539.838,498.126,562.032,482.481,469.507,482.99,502.832,519.633,420.733,479.285,507.246
"242","PFLU_0297",1169.31,1105.04,1028.35,1095.8,1097.5,1199.86,1136.01,1236.22,1112.11,1304.47,1106.37,1223.77,1182.35,1089,1139.94,1128.42,1114.64,948.802,1111.67,1124.77
"243","PFLU_0299",1059.37,1038.94,1047.98,1030.36,1097.73,1111.71,1093.48,1170.75,1046.19,1066,1066.59,1071.48,1019.51,1100.51,1084.43,833.035,1061.65,960.623,1020.12,1057.57
"244","PFLU_0300",545.059,531.128,568.865,527.13,519.095,586.095,542.589,621.497,549.71,561.88,523.875,560.948,557.321,449.194,563.124,384.133,543.685,491.856,534.536,540.971
"245","PFLU_0301",443.262,454.382,478.915,451.012,459.215,494.596,495.347,581.198,475.101,516.698,462.702,539.911,466.573,343.069,439.924,406.637,454.769,419.991,455.801,462.844
"246","PFLU_0302",456.2,453.571,469.573,450.208,456.47,420.412,473.414,487.046,437.305,496.312,449.675,469.806,468.73,479.879,465.172,336.13,472.603,414.996,469.461,462.019
"247","PFLU_0303",521.503,508.466,499.945,504.654,523.937,519.22,525.622,600.864,505.732,498.241,527.333,520.917,540.234,415.052,538.625,411.967,537.95,424.831,534.508,517.902
"248","PFLU_0304",452.216,431.412,439.095,428.227,450.777,514.478,389.588,513.835,421.28,469.848,430.935,486.279,431.443,316.503,457.175,361.194,426.808,373.017,422.376,439.458
"249","PFLU_0305",631.85,643.073,681.642,638.126,627.087,651.158,638.858,704.537,641.153,686.253,653.001,789.347,635.887,614.021,641.372,588.498,658.018,564.708,651.484,654.904
"250","PFLU_0306",671.34,643.073,686.581,638.126,636.963,679.469,643.772,738.549,641.153,808.799,633.362,718.87,660.534,560.838,661.107,520.966,628.333,555.055,661.355,654.904
"251","PFLU_0307",510.184,489.11,499.742,485.458,501.624,501.125,504.345,559.363,520.183,592.247,523.232,554.155,481.196,361.414,487.003,441.661,486.591,422.788,506.631,498.199
"252","PFLU_0308",498.5,518.015,522.203,514.125,529.325,611.317,531.348,564.613,533.188,553.185,519.198,592.806,518.874,511.331,533.51,386.057,504.361,514.902,529.033,527.623
"253","PFLU_0309",563.145,528.738,545.354,524.76,565.981,604.62,547.793,571.906,534.284,587.098,572.895,543.106,528.917,556.653,529.455,459.872,536.088,419.804,545.103,538.539
"254","PFLU_0310",513.889,509.563,509.691,505.743,509.769,528.795,526.791,544.436,526.426,499.243,519.815,559.599,517.472,548.357,513.639,489.386,493.155,446.775,498.551,519.019
"255","PFLU_0311",644.185,630.953,625.889,626.112,663.056,638.069,613.422,725.956,624.945,699.914,650.006,648.66,596.655,676.665,634.507,538.268,631.611,712.003,662.752,642.572
"256","PFLU_0312",621.292,631.234,663.417,626.392,626.117,686.945,655.439,648.037,634.623,662.96,641.008,736.949,657.447,522.239,653.395,525.574,641.29,475.997,662.916,642.858
"257","PFLU_0313",584.174,604.13,613.101,599.519,592.549,675.529,638.487,651.358,591.778,778.767,613.534,633.69,624.121,492.154,612.447,443.119,622.354,447.332,616.771,615.275
"258","PFLU_0314",627.503,595.338,604.288,590.802,592.418,633.537,609.066,721.822,619.059,677.54,577.315,615.814,603.094,491.698,587.976,613.21,644.656,567.489,615.657,606.327
"259","PFLU_0315",513.682,490.555,517.444,486.891,501.33,523.701,491.606,549.821,516.699,517.019,505.531,490.35,502.093,496.118,499.025,429.792,489.576,435.186,510.054,499.67
"260","PFLU_0316",1008.53,1013.42,1009.94,1005.09,983.302,999.971,1004.24,1226.38,983.338,1014.92,1040.31,1091.89,1057.16,938.727,1032.69,973.154,1023.18,925.771,1045.39,1031.62
"261","PFLU_0317",534.602,546.364,566.975,542.239,566.986,617.089,564.173,589.369,548.633,580.013,586.926,664.298,562.973,500.758,581.052,593.812,553.396,531.201,572.528,556.48
"262","PFLU_0318",537.151,542.848,548.869,538.752,551.758,571.076,586.192,627.567,559.542,644.449,539.969,603.988,536.348,523.334,559.851,508.089,523.988,426.838,551.465,552.9
"263","PFLU_0319",462.95,478.733,481.478,475.166,489.279,523.061,474.571,515.885,488.444,559.909,483.319,526.384,483.66,485.024,499.505,453.934,464.021,469.019,476.73,487.635
"264","PFLU_0320",3444.57,3267.82,3275.23,3243.28,3366.11,3869.31,3375.43,3462.95,3332.78,3925.3,3252.62,3597.5,3264.88,3185.55,3322,3536.47,3209.38,2898.78,3248.21,3326.86
"265","PFLU_0321",719.133,730.675,739.706,724.965,732.553,782.921,729.218,852.174,698.633,846.554,728.521,792.494,758.068,645.605,771.952,728.726,800.827,735.795,758.904,744.045
"266","PFLU_0322",3325.12,3457.41,3600.75,3426.75,3375.01,3728.52,3509.04,3989.18,3401.38,4348.64,3635.64,3504.02,3454.76,3495.4,3516.21,3057.18,3461.13,2500.12,3502.73,3523.19
"267","PFLU_0323",540.716,526.971,518.278,523.008,513.294,552.878,520.739,608.841,535.108,601.66,520.29,533.564,565.011,455.743,555.532,469.435,494.065,356.493,535.647,536.74
"268","PFLU_0324",455.797,454.41,456.951,451.039,473.93,485.823,441.166,483.625,459.448,505.518,495.116,452.489,476.053,326.124,471.334,430.056,460.013,470.165,447.389,462.872
"269","PFLU_0325",472.43,473.916,487.142,470.387,479.988,486.378,451.404,489.265,457.316,513.758,491.632,514.551,489.166,441.353,501.357,467.402,483.754,427.593,488.454,482.731
"270","PFLU_0327",733.684,695.384,710.347,689.984,727.861,678.529,671.046,763.342,685.412,740.509,706.013,709.832,702.896,648.463,697.498,705.275,717.4,542.445,739.493,708.136
"271","PFLU_0328",675.533,661.72,728.793,656.614,686.26,686.094,683.032,732.489,690.771,723.251,677.151,698.289,679.859,522.069,680.434,624.021,671.77,531.52,680.685,673.881
"272","PFLU_0329",4307.46,4320.09,4406.5,4306.42,4377.22,4842.18,4303.94,4805.01,4330.54,4406.83,4274.86,4866.3,3974.44,3473.27,4404.01,4376.35,4566.04,4287.28,4390.75,4420.99
"273","PFLU_0330",635.756,610.282,589.769,605.62,614.911,619.766,632.904,692.044,609.917,760.839,594.645,629.082,584.389,527.851,597.547,481.382,616.103,580.42,627.247,621.536
"274","PFLU_0331",627.161,594.895,595.919,590.361,603.71,569.31,620.417,656.088,602.911,665.767,600.245,585.569,582.925,575.653,638.66,582.039,604.87,593.887,634.967,605.875
"275","PFLU_0332",601.026,600.557,581.033,595.974,589.048,601.665,634.712,659.498,624.793,705.615,597.79,571.971,624.487,497.201,608.827,634.956,586.113,480.421,576.582,611.636
"276","PFLU_0333",482.878,478.733,499.879,475.166,493.881,484.967,469.993,494.767,473.132,537.086,463.499,522.01,474.477,451.988,491.844,503.372,503.969,434.555,493.592,487.635
"277","PFLU_0334",602.464,590.01,598.957,585.519,606.499,685.204,588.367,664.256,601.875,647.371,614.389,562.427,624.431,496.73,636.45,476.956,619.125,577.832,590.95,600.904
"278","PFLU_0335",507.301,496.67,519.039,492.956,519.144,516.215,491.551,525.781,502.876,543.745,494.97,541.295,514.227,430.796,485.85,433.567,525.872,441.224,499.56,505.895
"279","PFLU_0336",525.341,498.925,501.892,495.192,521.675,560.415,503.365,515.025,489.375,580.037,516.635,550.279,514.713,485.688,493.623,399.955,483.167,417.373,489.9,508.19
"280","PFLU_0337",486.848,481.357,503.112,477.768,490.339,528.492,481.418,552.037,460.524,560.018,490.632,535.164,498.971,443.737,481.784,504.148,483.126,431.777,490.054,490.306
"281","PFLU_0338",1002.8,995.348,967.453,987.177,1002.49,1145.86,998.538,1096.12,1026.94,984.668,1009.63,1014.12,1001.69,945.974,1038.76,1027.53,980.458,945.169,1014.56,1013.24
"282","PFLU_0339",4734.67,4457.82,4287.58,4460.63,4523.73,5099.48,4455.84,4971.35,4743.19,5360.61,4421.36,4635.53,4462.17,3225.43,4463.72,3223.14,4722.16,3560.75,4444.75,4577.41
"283","PFLU_0340",854.572,837.568,882.194,830.889,890.142,876.541,833.129,999.237,827.392,866.764,867.708,941.216,800.16,688.672,845.135,878.48,874.302,783.589,889.886,852.785
"284","PFLU_0341",903.74,885.898,954.489,878.77,853.978,873.498,899.836,1026.87,943.001,986.877,889.033,946.189,892.73,709.929,913.072,630.719,935.581,864.56,923.26,901.94
"285","PFLU_0342",899.212,923.546,1018.21,916.064,941.857,1074.62,937.985,885.561,888.126,1031.96,968.948,989.455,919.54,891.002,898.608,962.237,933.36,795.84,898.852,940.228
"286","PFLU_0343",492.499,487.257,516.931,483.62,492.762,493.927,481.623,540.946,485.008,519.815,477.766,595.497,477.888,426.374,518.265,455.89,509.28,450.915,490.744,496.312
"287","PFLU_0344",516.791,522.869,531.754,518.939,512.113,588.038,516.896,573.957,496.565,547.196,560.508,573.599,535.667,433.896,548.513,454.537,545.112,495.58,543.822,532.564
"288","PFLU_0345",975.186,967.566,941.6,959.665,963.327,987.855,959.462,1109.1,998.048,1073.14,1004.63,962.598,985.672,761.63,986.112,1032.17,988.936,863.141,951.551,984.993
"289","PFLU_0346",778.616,748.917,743.537,743.039,757.262,778.458,768.078,752.486,742.37,837.274,753.126,823.044,749.052,776.529,771.014,677.053,766.036,649.664,742.707,762.599
"290","PFLU_0347",5765.78,5554.86,5382.7,5524.61,5356.3,5877.11,5341.47,6211.63,5669.48,6963.59,5702.26,5834.76,5545.7,4776.45,5857.92,4092.67,5408.1,5473.86,5508.77,5722.21
"291","PFLU_0348",503.473,489.427,494.727,485.772,478.82,554.329,485.241,530.447,479.798,547.405,502.524,539.846,502.697,465.297,517.459,446.83,511.768,453.898,485.661,498.522
"292","PFLU_0349",480.027,486.675,476.751,483.043,478.575,535.54,494.844,556.408,481.184,510.363,470.638,537.861,496.342,431.727,484.921,527.554,505.107,457.546,502.213,495.721
"293","PFLU_0350",462.672,467.047,469.345,463.575,485.23,522.383,468.386,496.536,484.384,509.934,473.209,461.265,468.494,445.519,470.317,400.93,474.254,434.321,460.039,475.739
"294","PFLU_0351",928.136,942.469,962.497,934.811,961.078,971.868,990.168,1175.24,982.987,988.336,989.126,1042.41,982.24,887.191,949.588,820.451,974.45,886.313,905.662,959.475
"295","PFLU_0352",434.205,448.857,431.49,445.532,460.683,462.398,441.531,494.456,480.414,508.007,469.087,473.485,458.747,398.759,442.424,385.025,468.041,386.916,452.916,457.22
"296","PFLU_0353",434.044,434.099,461.807,430.893,434.315,453.917,452.716,500.724,443.563,424.503,434.826,452.87,459.105,323.514,450.197,384.851,416.769,374.448,444.739,442.194
